V1,V2
11.34445151,18.52473775
11.37166344,16.28355136
11.37214821,27.09026342
11.38898186,12.06927843
11.39120956,18.74182775
11.39161053,15.89620198
11.39356666,12.1210731
11.41084914,16.20041472
11.41282011,18.96907317
11.41773413,15.08597364
11.45564103,13.65812172
11.4786383,14.47024679
11.48095241,22.44534048
11.50131666,15.9920667
11.50760839,13.94855998
11.51038151,12.21154809
11.52187178,12.6604247
11.53175708,14.29824357
11.53327402,16.85820788
11.53370249,12.08323122
11.54888503,12.5491192
11.55440264,22.74749515
11.56750558,24.35910741
11.59232291,14.249615
11.60004615,23.22455325
11.61564204,27.09029331
11.62477576,11.68696554
11.64031916,14.04557178
11.64287891,12.2593956
11.6478139,12.51096909
11.65048807,19.38202491
11.65507209,19.04165702
11.65885121,14.3087895
11.67463821,12.31433653
11.6834233,14.23103522
11.68667142,12.49740417
11.68867484,21.52392188
11.69095588,12.57867401
11.70220133,30.18062295
11.71717466,17.52822013
11.73599575,20.48357153
11.75544735,14.61046731
11.75897164,18.45095731
11.76808448,12.79227166
11.76909409,18.71108584
11.76920997,16.18397865
11.76980541,18.59469313
11.77230742,25.77996351
11.77900527,14.75632897
11.78007252,23.87995188
11.79336492,35.10487182
11.79723127,14.39829258
11.80243412,13.26176618
11.82523341,12.28283101
11.83201311,12.41509765
11.832537,12.83735452
11.84364323,13.11402185
11.85370728,14.11906313
11.85426816,18.11982499
11.86174842,18.68673457
11.87562897,22.82945959
11.88288948,12.52740469
11.88702114,16.28267805
11.91277715,19.73811209
11.91346081,13.4972461
11.91358056,13.14202358
11.91460319,16.39347352
11.91645514,13.41829261
11.92357617,13.56472721
11.93358143,15.78587348
11.93650333,12.60678364
11.95026872,16.36266866
11.9529428,15.61579879
11.95513366,13.76699918
11.95889934,29.86238318
11.97161481,12.4390409
11.97520754,21.69375091
11.98521657,16.5521372
11.9866202,12.29246185
11.98797455,18.45240477
11.9993964,13.12473821
12.00474643,13.74372604
12.0172316,13.21270221
12.01826436,26.47900717
12.02472312,13.07117481
12.03286779,19.74856792
12.04307813,34.40526572
12.05174546,12.31874759
12.05652063,23.76809038
12.07302879,12.2168763
12.0922471,15.42405967
12.09357981,14.38759028
12.1085628,12.77590703
12.11382953,13.75672786
12.1274134,23.9141548
12.14326271,30.14871745
12.14874371,12.46921873
12.15597656,16.8872708
12.16588504,16.38075869
12.16702275,13.06944076
12.19509655,20.3864873
12.21055753,14.76878519
12.2232001,12.38961543
12.22758748,25.33946908
12.27590289,20.55710225
12.28885474,16.85963888
12.29697401,14.70229699
12.30639557,14.23278701
12.30643762,13.45174422
12.34228881,25.38926485
12.3424062,17.67945783
12.3532131,22.4750642
12.35609693,18.52062257
12.36322273,21.32418535
12.36388447,13.57581507
12.37028429,30.53540047
12.38241401,12.83514134
12.4034136,13.98694097
12.41241892,14.66471584
12.41443845,13.88480277
12.41767429,22.29666286
12.42549978,17.9257988
12.42919066,13.41905403
12.44173197,13.32762675
12.4438978,14.62841731
12.46387812,15.85539062
12.46474895,21.7701138
12.47087026,13.3341853
12.48122661,25.84784766
12.49313073,15.24204676
12.53761276,19.04944285
12.53772672,17.1006053
12.54652126,21.03350387
12.57632578,13.91325756
12.58951944,13.25376584
12.59519818,21.93178223
12.60918377,16.2673675
12.61422803,15.55117148
12.61951241,13.29428596
12.62803,14.54189418
12.63429259,17.58007928
12.63691467,14.2929631
12.67605916,22.03815653
12.71307966,13.07753319
12.71522582,20.82649149
12.73792454,14.2292206
12.7385075,14.75484865
12.76881371,19.55525395
12.78450362,16.56366456
12.78805282,16.09554799
12.79580755,17.82666309
12.807983,14.74036819
12.81681747,14.78821723
12.8210591,14.99412779
12.82223748,19.12005171
12.8284864,12.83425265
12.84605124,15.0350154
12.849673,12.89888559
12.85885377,13.88337582
12.86166786,17.97968877
12.88154512,14.5511579
12.88183628,17.69933312
12.88227181,16.34880715
12.88647304,20.683333
12.9303003,23.60238465
12.93324428,13.32646765
12.94223011,14.54316082
12.94948298,23.31788212
12.949855,16.93151246
12.97010572,14.2051719
12.97326508,14.05918482
12.99549318,32.0762934
13.00010005,16.12466671
13.00056931,13.68706149
13.00310019,14.17368862
13.00584454,15.64040373
13.01792346,25.04074306
13.02054093,20.61888335
13.02686231,18.39779182
13.04596566,15.74406107
13.0487539,16.1445039
13.05395331,25.7026696
13.05415428,13.13824401
13.06638117,17.66374234
13.08500847,13.21488512
13.09667605,16.86607692
13.10317618,13.90743235
13.13933231,13.90312827
13.14081578,23.43600798
13.14651886,23.57203301
13.15785844,17.91079831
13.17096533,13.98183644
13.17727652,15.14182671
13.18017959,13.20382638
13.19007996,14.22736338
13.20654039,23.97031759
13.21347578,14.50807913
13.21605581,21.83834384
13.22040394,15.61817431
13.23435242,14.62389137
13.24444661,25.36449552
13.24729265,13.46162118
13.26472093,16.53668226
13.27463457,18.41180351
13.28347782,24.67196845
13.29186626,36.40998515
13.2924413,29.70793677
13.29269915,15.68339377
13.29572193,18.26715757
13.29722604,18.61519196
13.30613872,16.5906151
13.30778169,40.65740953
13.34318401,20.21083739
13.35467242,16.41051133
13.35867921,14.02276735
13.36482743,21.31015625
13.37276038,18.37783666
13.38020617,16.12184507
13.39350185,15.59251069
13.44157486,17.87410001
13.44371366,17.36607079
13.45106485,15.04998296
13.45140896,16.98469105
13.4517481,13.96275122
13.46029185,21.02860328
13.4811927,18.06679436
13.48367451,16.48017194
13.48845565,14.22714581
13.4945663,16.19569534
13.51789289,20.598686
13.52445767,14.93114608
13.53617843,16.00499127
13.54423782,14.65578281
13.54949779,18.81672604
13.55195223,24.35326153
13.55453938,15.57597865
13.55779164,17.6864916
13.55809321,20.69859053
13.57007996,14.38762924
13.57024103,14.62029776
13.57455491,34.23693778
13.58690385,24.92152438
13.59704608,18.35380765
13.60397066,13.73420563
13.60930108,19.26723606
13.62737823,23.75679353
13.63117236,14.64031344
13.64577203,14.72770286
13.65501297,17.45070246
13.65639154,22.74808491
13.65684558,15.88938945
13.66355088,19.77369356
13.66403207,41.44350252
13.66950698,19.14727938
13.66975592,14.54099404
13.67642964,14.09469382
13.69870959,19.55589282
13.70355508,53.36118828
13.7055625,31.2295819
13.71943457,22.35827026
13.73268159,19.61526928
13.75408056,14.99667116
13.76136293,20.84611696
13.76242784,15.23065297
13.77174797,18.45586343
13.77185815,15.8787004
13.77486278,13.91293472
13.78514762,14.2091485
13.79799152,18.67078895
13.79899565,15.50334249
13.80705712,23.71430908
13.81132917,14.50123603
13.81271216,18.1733018
13.82437308,27.36764127
13.83219331,21.25318731
13.84315144,16.10121399
13.85764335,26.1800188
13.8604642,23.19514999
13.86368069,16.54700708
13.87044662,21.14387975
13.88393877,18.91227184
13.8972081,14.98182473
13.90439271,15.14309518
13.92017209,22.14548629
13.93643224,17.98037454
13.93933681,17.23679126
13.94493936,14.7893732
13.94891926,15.88165624
13.95851603,22.90928708
13.9646946,17.41973247
13.98714862,15.64176946
13.98962918,15.51922167
14.01909945,14.27758798
14.05576566,24.7813795
14.06836934,14.76188867
14.07836317,14.17171719
14.11213226,21.84494737
14.20707428,14.9281531
14.26180836,16.59181993
14.29743668,25.0775569
14.329156,15.33390255
14.35385806,15.55249766
14.48571669,24.75746176
14.50248974,26.00004811
14.60783879,21.58685234
14.78337993,15.36901114
14.79256092,16.46506328
14.84606667,19.24014821
14.84875691,22.71639085
14.89859204,17.67368476
14.9225299,17.56416786
14.92885225,16.39691051
14.93585145,17.39616649
14.96538212,18.03540417
14.9769591,18.96906138
15.03748935,23.18204447
15.18805394,20.5714754
15.19294403,18.48636007
15.21854457,18.60466405
15.33664415,27.17476097
15.49561546,29.1106737
15.64839208,16.38938379
15.67601279,32.24194073
15.73742594,20.33912318
15.87255884,25.70603525
15.87664944,21.48067986
15.8990508,17.52210714
15.9518995,19.11813796
15.96666475,17.66597877
16.04073817,17.08592823
16.04108734,18.93934578
16.04362722,20.8998991
16.10192927,18.39920812
16.21744802,17.82557751
16.25646062,22.44017633
16.25715183,18.17564007
16.27709759,18.66270761
16.33280157,16.78771436
16.35788514,24.03442557
16.3863769,24.69570261
16.38794827,18.05123157
16.39827355,18.61723318
16.42516601,29.10309983
16.43746531,20.94818468
16.50654854,17.35326118
16.5605811,21.23505525
16.60910058,19.56810467
16.63170246,19.3269986
16.77842045,17.04180694
16.87122675,21.08387178
16.88126917,18.51309389
16.89215601,31.38842035
16.90360302,18.8087757
16.90444504,19.90082503
16.90902143,20.48603665
16.96863048,22.05500076
17.00161006,18.07932848
17.00669706,20.84771123
17.02934684,25.07521368
17.03296246,26.77921993
17.03467749,19.15606158
17.03915499,21.26473272
17.04155252,19.51887494
17.04824909,19.41095112
17.06120163,18.78814493
17.06585595,35.76243761
17.07987743,17.53688471
17.08079576,23.56367337
17.0882162,20.13771776
17.08884217,25.02514664
17.09154435,18.28589859
17.09255414,25.75956384
17.09261747,17.78611847
17.09407529,18.59975068
17.09425093,17.13066963
17.10096053,17.88138804
17.10623274,17.508671
17.10932158,29.55813267
17.11031797,20.68591002
17.12037955,26.39570542
17.12091977,19.93865732
17.12647632,27.72753479
17.13519502,18.10411769
17.13708202,34.31417881
17.14047983,17.38086693
17.14162412,24.04962504
17.14191833,19.10393368
17.15998271,21.13337814
17.16117462,27.35316924
17.16371651,28.65487779
17.16543446,18.86547591
17.16754465,22.45314433
17.1717933,24.09667639
17.17478825,17.2675394
17.1949947,20.87824224
17.19568186,19.95581414
17.19586328,30.45868356
17.20266656,26.43126584
17.20445634,29.88413544
17.20867605,18.60263208
17.2145891,20.00994544
17.22276274,21.9838448
17.2287929,20.3655357
17.23150621,18.39990057
17.23267387,17.91238991
17.2357849,21.87509416
17.23877727,19.81957584
17.251999,20.36460085
17.25301824,25.73304625
17.25481383,19.36868948
17.26581526,17.70393829
17.27133618,21.4560879
17.2881733,30.25014964
17.29396945,27.55972051
17.32529515,17.94812238
17.32633741,19.18879469
17.34251856,21.68757214
17.34503066,22.45244781
17.34699558,26.64143997
17.34746963,17.55171316
17.3484011,18.10203795
17.36632198,26.20506074
17.3808419,18.89143054
17.39599666,17.82791591
17.41630249,18.97366488
17.41868397,33.38283064
17.42109839,18.15773494
17.42197436,17.6379509
17.4225092,18.93315424
17.42308612,17.54405346
17.42403011,21.42433082
17.42859965,23.6306012
17.42879011,23.28669704
17.43843708,25.37002933
17.45344721,26.37825222
17.47196938,17.66546945
17.47608227,31.07639458
17.4808763,23.05784695
17.48309747,20.14542705
17.49700276,17.60838358
17.50340825,18.14976942
17.52651285,21.0342005
17.52943894,22.14378462
17.53449688,21.12777399
17.54637291,17.85800644
17.55601459,39.36935546
17.56984923,18.68337111
17.57451512,18.69207447
17.57651337,18.50971108
17.5766713,30.79445382
17.5769086,24.815097
17.57699378,20.31575382
17.58290289,18.12616758
17.58524051,18.58890544
17.58580597,19.4686995
17.60081477,31.21436747
17.60295751,19.44834979
17.60517776,29.74996492
17.61828569,30.83294911
17.63879847,30.35269863
17.64198922,18.69431882
17.64569683,20.15849342
17.66840471,20.92576405
17.66868854,18.21298064
17.67354074,22.52148763
17.67847914,20.36190519
17.6794273,18.87114419
17.68024007,19.73808528
17.68350866,18.04416059
17.69008717,18.76634594
17.69296455,19.69239004
17.69707948,19.7727571
17.70079289,21.87200602
17.71292918,20.07290245
17.72406075,21.38775966
17.72809661,21.02295458
17.72970289,17.86506666
17.74558121,41.69424507
17.74899125,18.46406553
17.75233508,33.65122442
17.7553938,19.31499899
17.75669663,19.28249157
17.76206026,22.24702842
17.77320568,29.86122822
17.77555972,18.02768842
17.78717721,18.406544
17.79331024,32.10871837
17.80289904,27.33467747
17.80368793,27.38740946
17.82048403,18.18678482
17.82246507,28.52631968
17.82663915,22.96438646
17.83194523,18.70681841
17.83497777,18.82045742
17.83628963,21.4617612
17.85697252,20.28180032
17.8636188,18.63481656
17.87665449,29.11671712
17.89831578,35.02079542
17.90179836,24.66274871
17.90266757,21.14571276
17.90317953,22.04364054
17.90683859,17.99139209
17.90750187,27.03975031
17.92710332,18.61048931
17.92843753,18.98884842
17.93032699,21.87596359
17.93085018,21.72410237
17.93175858,28.97753832
17.9329941,32.73267452
17.93476578,19.26826343
17.94874643,18.78055072
17.95061475,27.78118925
17.95280533,19.70962693
17.95346183,18.66860158
17.95643526,21.0949227
17.95882908,18.63559009
17.96085584,21.60649128
17.97061971,23.86961782
17.97434162,20.90523223
17.97799398,26.35326502
17.98242592,19.36095224
17.98258906,18.82938359
17.98395609,22.78894066
17.99214016,19.10807429
18.00937183,31.97781108
18.01480409,25.57187895
18.04310508,18.85837736
18.0463527,21.29766577
